"file_time","timediff","sample_id","series","vessel","seriavessel","numbers","total_cells","viable_cells","viability","total_cells_per_ml","viable_cells_per_ml","average_diameter","average_circularity"
"2020-12-26 04:04:01.917+03",48,"207040121_f500_d2_1","207040121","f500","207040121-f500","1",3406,3353,98.4,1.9,1.87,16.4,0.672
"2020-12-26 01:04:15.202+03",155,"325010121R_V5_d6_e1","325010121R","V5","325010121R-V5","1",7287,6766,92.9,8.14,7.56,18.2,0.831
"2020-12-25 22:55:29.964+03",167,"186131220_V6_d7_m1","186131220","V6","186131220-V6","1",5448,5105,93.7,15.2,14.3,16,0.661
"2020-12-25 19:18:06.109+03",71,"90020121_V2tu_d3_m1","90020121","V2tu","90020121-V2tu","1",5684,5586,98.3,3.18,3.12,16.1,0.823
"2020-12-25 12:32:16.089+03",157,"186131220_V6_d6_e2","186131220","V6","186131220-V6","2",5130,4853,94.6,14.3,13.6,16.2,0.646
"2020-12-25 07:09:51.231+03",59,"90020121_V2tu_d2_e1","90020121","V2tu","90020121-V2tu","1",4155,4084,98.3,2.32,2.28,16.5,0.809
"2020-12-25 03:57:43.956+03",24,"207040121_f500_d1_1","207040121","f500","207040121-f500","1",1475,1456,98.7,0.824,0.813,16.2,0.714
"2020-12-25 00:13:04.97+03",130,"325010121R_V5_d5_e1","325010121R","V5","325010121R-V5","1",7271,6990,96.1,8.12,7.81,17.8,0.86
"2020-12-24 23:53:36.148+03",144,"186131220_V6_d6_m1","186131220","V6","186131220-V6","1",5083,4843,95.3,14.2,13.5,16.6,0.642
"2020-12-24 19:18:54.508+03",47,"90020121_V2tu_d2_m1","90020121","V2tu","90020121-V2tu","1",3254,3198,98.3,1.82,1.79,16.7,0.796
"2020-12-24 14:01:21.044+03",120,"325010121R_V5_d5_m1","325010121R","V5","325010121R-V5","1",6657,6407,96.2,7.44,7.16,17.3,0.852
"2020-12-24 12:32:02.826+03",119,"325010121R_V5_d4_e2","325010121R","V5","325010121R-V5","2",7749,7491,96.7,8.66,8.37,17.1,0.866
"2020-12-24 11:54:23.428+03",132,"186131220_V6_d5_e1","186131220","V6","186131220-V6","1",4203,4010,95.4,11.7,11.2,16.8,0.638
"2020-12-24 07:01:02.554+03",35,"90020121_V2tu_d1_e1","90020121","V2tu","90020121-V2tu","1",2203,2166,98.3,1.23,1.21,16.8,0.794
"2020-12-24 03:38:31.799+03",0,"207040121_f500_d0_1","207040121","f500","207040121-f500","1",670,652,97.3,0.374,0.364,16.1,0.686
"2020-12-24 02:15:16.971+03",81,"207040121_f125tu_d3_2","207040121","f125tu","207040121-f125tu","2",3995,3879,97.1,2.23,2.17,16.2,0.693
"2020-12-24 00:21:59.188+03",106,"325010121R_V5_d4_e1","325010121R","V5","325010121R-V5","1",7192,7007,97.4,8.04,7.83,16.9,0.848
"2020-12-23 22:53:05.947+03",119,"186131220_V6_d5_m1","186131220","V6","186131220-V6","1",3877,3726,96.1,10.8,10.4,16.4,0.629
"2020-12-23 19:04:45.559+03",23,"90020121_V2tu_d1_m1","90020121","V2tu","90020121-V2tu","1",1618,1594,98.5,0.904,0.891,16.7,0.814
"2020-12-23 16:25:10.556+03",71,"207040121_f125tu_d3_1","207040121","f125tu","207040121-f125tu","1",2863,2752,96.1,1.6,1.54,16.2,0.7
"2020-12-23 13:25:29.249+03",95,"325010121R_V5_d4_m1","325010121R","V5","325010121R-V5","1",7099,6904,97.3,7.93,7.71,16.8,0.815
"2020-12-23 11:16:00.219+03",107,"186131220_V6_d4_e1","186131220","V6","186131220-V6","1",8245,7990,96.9,9.21,8.93,16.5,0.616
"2020-12-23 11:11:19.957+03",0,"Unknown60","Unknown60","","Unknown60-","60",7861,7680,97.7,4.39,4.29,16.5,0.618
"2020-12-23 07:14:14.472+03",11,"90020121_V2tu_d0_e1","90020121","V2tu","90020121-V2tu","1",1120,1102,98.4,0.626,0.616,16.7,0.788
"2020-12-23 00:51:47.166+03",83,"325010121R_V5_d3_e1","325010121R","V5","325010121R-V5","1",6216,6104,98.2,6.95,6.82,17,0.787
"2020-12-23 00:04:33.269+03",96,"186131220_V6_d4_m1","186131220","V6","186131220-V6","1",6055,5814,96,6.77,6.5,16.4,0.619
"2020-12-22 19:27:01.89+03",0,"90020121_V2tu_d0_m1","90020121","V2tu","90020121-V2tu","1",891,877,98.4,0.498,0.49,16.5,0.776
"2020-12-22 17:20:20.062+03",24,"90020121_V2_d1_m1","90020121","V2","90020121-V2","1",1440,1419,98.5,0.805,0.793,16.7,0.779
"2020-12-22 16:51:37.748+03",48,"207040121_f125tu_d2_1","207040121","f125tu","207040121-f125tu","1",1352,1245,92.1,0.755,0.696,15.8,0.744
"2020-12-22 13:33:19.178+03",72,"325010121R_V5_d3_m1","325010121R","V5","325010121R-V5","1",5380,5289,98.3,6.01,5.91,16.8,0.801
"2020-12-22 12:22:43.85+03",70,"325010121R_V5_d2_e2","325010121R","V5","325010121R-V5","2",5939,5860,98.7,6.64,6.55,16.7,0.795
"2020-12-22 11:55:53.926+03",84,"186131220_V6_d3_e1","186131220","V6","186131220-V6","1",4403,4228,96,4.92,4.72,16.4,0.619
"2020-12-22 04:56:46.955+03",11,"90020121_V2_d0_e1","90020121","V2","90020121-V2","1",958,950,99.2,0.535,0.531,16.5,0.794
"2020-12-22 00:50:52.06+03",59,"325010121R_V5_d2_e1","325010121R","V5","325010121R-V5","1",4607,4553,98.8,5.15,5.09,16.3,0.818
"2020-12-22 00:23:29.54+03",72,"186131220_V6_d3_m2","186131220","V6","186131220-V6","2",2773,2679,96.6,3.1,2.99,16.3,0.631
"2020-12-22 00:19:10.57+03",72,"186131220_V6_d3_m1","186131220","V6","186131220-V6","1",5500,5325,96.8,3.07,2.98,16,0.644
"2020-12-21 23:12:43.382+03",59,"186131220_v6_d2_e3","186131220","v6","186131220-v6","3",2912,2796,96,3.25,3.12,16.2,0.64
"2020-12-21 23:09:06.126+03",59,"186131220_v6_d2_e2","186131220","v6","186131220-v6","2",5202,4991,95.9,2.91,2.79,16.1,0.635
"2020-12-21 17:17:29.208+03",0,"90020121_V2_d0_m1","90020121","V2","90020121-V2","1",680,672,98.8,0.38,0.375,15.9,0.788
"2020-12-21 16:18:10.672+03",37,"90020121_f2000_d1_2","90020121","f2000","90020121-f2000","2",6448,6383,99,3.6,3.57,16.8,0.744
"2020-12-21 16:14:23.059+03",23,"207040121_f125tu_d1_1","207040121","f125tu","207040121-f125tu","1",729,631,86.6,0.407,0.353,15.3,0.771
"2020-12-21 12:48:07.019+03",35,"325010121R_v5_d2_m2","325010121R","v5","325010121R-v5","2",3267,3229,98.8,3.65,3.61,17,0.792
"2020-12-21 12:44:26.509+03",35,"325010121R_v5_d2_m1","325010121R","v5","325010121R-v5","1",5947,5892,99.1,3.32,3.29,17.5,0.753
"2020-12-21 11:31:37.068+03",48,"186131220_v6_d2_e1","186131220","v6","186131220-v6","1",3823,3685,96.4,2.14,2.06,16,0.643
"2020-12-21 02:57:02.351+03",23,"90020121_f2000_d1_1","90020121","f2000","90020121-f2000","1",3786,3743,98.9,2.12,2.09,17.3,0.715
"2020-12-21 01:33:49.287+03",24,"325010121R_v5_d1_e1","325010121R","v5","325010121R-v5","1",3501,3462,98.9,1.96,1.93,17.9,0.735
"2020-12-20 23:15:22.717+03",35,"186131220_v6_d2_m1","186131220","v6","186131220-v6","1",2687,2593,96.5,1.5,1.45,16,0.647
"2020-12-20 16:28:21.205+03",0,"207040121_f125tu_d0_1","207040121","f125tu","207040121-f125tu","1",543,470,86.6,0.303,0.263,15.2,0.735
"2020-12-20 15:25:20.207+03",11,"207040121_f125_d0_2","207040121","f125","207040121-f125","2",1008,853,84.6,0.563,0.477,15,0.754
"2020-12-20 13:14:58.91+03",12,"325010121R_v5_d1_m1","325010121R","v5","325010121R-v5","1",1917,1897,99,1.07,1.06,17.9,0.742
"2020-12-20 12:00:36.174+03",24,"186131220_v6_d1_e1","186131220","v6","186131220-v6","1",1836,1757,95.7,1.03,0.982,16.1,0.662
"2020-12-20 03:37:02.699+03",0,"207040121_f125_d0_1","207040121","f125","207040121-f125","1",770,751,97.5,0.43,0.42,15.2,0.772
"2020-12-20 03:05:32.045+03",0,"90020121_f2000_d0_1","90020121","f2000","90020121-f2000","1",1571,1543,98.2,0.878,0.862,16.6,0.715
"2020-12-20 00:48:50.874+03",0,"325010121R_v5_d0_e1","325010121R","v5","325010121R-v5","1",1143,1120,98,0.639,0.626,17.5,0.746
"2020-12-20 00:27:32.188+03",49,"90020121_f500_d2_1","90020121","f500","90020121-f500","1",6476,6385,98.6,3.62,3.57,17,0.742
"2020-12-19 23:16:45.555+03",11,"186131220_v6_d1_m1","186131220","v6","186131220-v6","1",1184,1137,96,0.661,0.635,16.1,0.671
"2020-12-19 13:26:28.274+03",0,"325010121R_V5_d0_m1","325010121R","V5","325010121R-V5","1",765,755,98.7,0.427,0.422,16.3,0.803
"2020-12-19 12:06:14.856+03",0,"325010121R_v4_d3_m3","325010121R","v4","325010121R-v4","3",3947,3885,98.4,4.41,4.34,16.4,0.824
"2020-12-19 12:02:34.378+03",0,"325010121R_v4_d3_m2","325010121R","v4","325010121R-v4","2",3483,3423,98.3,3.89,3.82,16.3,0.826
"2020-12-19 11:45:07.015+03",0,"325010121R_v4_d3_m1","325010121R","v4","325010121R-v4","1",3730,3664,98.2,4.17,4.09,16.4,0.823
"2020-12-19 11:21:27.763+03",0,"186131220_v6_d0_e1","186131220","v6","186131220-v6","1",879,835,95,0.491,0.467,15.7,0.664
"2020-12-19 08:43:45.144+03",59,"325010121R_V4_d2_e1","325010121R","V4","325010121R-V4","1",3179,3130,98.5,3.55,3.5,16.6,0.813
"2020-12-19 00:43:22.433+03",271,"90511220_V8_d11_e2","90511220","V8","90511220-V8","2",8728,6017,68.9,9.75,6.72,16,0.847
"2020-12-19 00:25:17.84+03",271,"90511220_V8_d11_e1","90511220","V8","90511220-V8","1",8512,5695,66.9,9.51,6.36,15.9,0.843
"2020-12-19 00:04:18.226+03",24,"90020121_f500_d1_1","90020121","f500","90020121-f500","1",2705,2657,98.2,1.51,1.48,17.9,0.7
"2020-12-18 23:30:46.434+03",0,"186131220_V6_d0_m1","186131220","V6","186131220-V6","1",655,631,96.3,0.366,0.353,15.1,0.71
"2020-12-18 22:12:19.322+03",77,"186131220_V3tu_d3_e1","186131220","V3tu","186131220-V3tu","1",4769,4597,96.4,5.33,5.14,15.4,0.703
"2020-12-18 21:19:43.265+03",268,"90511220_V8_d11_m2","90511220","V8","90511220-V8","2",8790,6149,70,9.82,6.87,16,0.847
"2020-12-18 20:45:16.719+03",47,"325010121R_V4_d2_m1","325010121R","V4","325010121R-V4","1",3768,3705,98.3,2.11,2.07,17.7,0.754
"2020-12-18 17:19:22.111+03",72,"186131220_V3tu_d3_m3","186131220","V3tu","186131220-V3tu","3",4687,4524,96.5,5.24,5.06,15.7,0.688
"2020-12-18 17:15:40.427+03",72,"186131220_V3tu_d3_m2","186131220","V3tu","186131220-V3tu","2",4549,4372,96.1,5.08,4.89,15.4,0.696
"2020-12-18 16:51:44.904+03",264,"90511220_V8_d11_m1","90511220","V8","90511220-V8","1",8444,6173,73.1,9.44,6.9,16.3,0.831
"2020-12-18 16:32:07.926+03",71,"186131220_V3tu_d3_m1","186131220","V3tu","186131220-V3tu","1",4013,3859,96.2,4.48,4.31,15.4,0.7
"2020-12-18 15:37:53.916+03",263,"90511220_V7_d11_m2","90511220","V7","90511220-V7","2",8361,6254,74.8,9.34,6.99,16.2,0.838
"2020-12-18 15:33:57.844+03",263,"90511220_V7_d11_m1","90511220","V7","90511220-V7","1",7949,5971,75.1,8.88,6.67,16.4,0.836
"2020-12-18 14:17:24.11+03",262,"90511220_V7_d10_e6","90511220","V7","90511220-V7","6",7838,5933,75.7,8.76,6.63,16.4,0.831
"2020-12-18 12:25:01.778+03",260,"90511220_V7_d10_e5","90511220","V7","90511220-V7","5",7444,5782,77.7,8.32,6.46,16.5,0.83
"2020-12-18 09:30:16.516+03",257,"90511220_V7_d10_e4","90511220","V7","90511220-V7","4",8086,6464,79.9,9.04,7.22,16.6,0.831
"2020-12-18 08:52:41.285+03",35,"325010121R_V4_d1_e1","325010121R","V4","325010121R-V4","1",2226,2171,97.5,1.24,1.21,17.9,0.766
"2020-12-18 08:25:02.219+03",256,"90511220_V7_d10_e3","90511220","V7","90511220-V7","3",7950,6388,80.4,8.88,7.14,16.7,0.824
"2020-12-18 06:34:09.586+03",254,"90511220_V7_d10_e2","90511220","V7","90511220-V7","2",7809,6487,83.1,8.73,7.25,16.9,0.826
"2020-12-18 04:45:24.517+03",251,"90511220_V8_d10_e1","90511220","V8","90511220-V8","1",8650,7108,82.2,9.67,7.94,16.8,0.816
"2020-12-18 04:32:36.111+03",59,"186131220_V3tu_d2_e1","186131220","V3tu","186131220-V3tu","1",5860,5634,96.1,3.27,3.15,15.8,0.67
"2020-12-18 04:18:07.054+03",252,"90511220_V7_d10_e1","90511220","V7","90511220-V7","1",7702,6393,83,8.61,7.14,16.8,0.825
"2020-12-18 01:47:03.296+03",249,"90511220_V7_d10_m2","90511220","V7","90511220-V7","2",8332,6923,83.1,9.31,7.74,16.9,0.816
"2020-12-17 23:17:00.208+03",0,"90020121_f500_d0_1","90020121","f500","90020121-f500","1",1121,1093,97.5,0.626,0.611,17.2,0.722
"2020-12-17 21:30:08.626+03",70,"90020121_f125tu_d3_1","90020121","f125tu","90020121-f125tu","1",5370,5020,93.5,3,2.8,16.6,0.789
"2020-12-17 21:02:29.939+03",24,"325010121R_V4_d1_m1","325010121R","V4","325010121R-V4","1",1231,1195,97.1,0.688,0.668,17.8,0.788
"2020-12-17 18:28:58.105+03",243,"90511220_V6_d10_e2","90511220","V6","90511220-V6","2",8120,7244,89.2,9.07,8.09,17.4,0.793
"2020-12-17 18:17:29.436+03",243,"90511220_V6_d10_e1","90511220","V6","90511220-V6","1",8539,7561,88.5,9.54,8.45,17.3,0.785
"2020-12-17 16:56:11.998+03",240,"90511220_V8_d10_m1","90511220","V8","90511220-V8","1",3403,2938,86.3,9.51,8.21,17,0.801
"2020-12-17 15:37:26.866+03",239,"90511220_V7_d10_m1","90511220","V7","90511220-V7","1",8525,7545,88.5,9.53,8.43,17.2,0.812
"2020-12-17 15:12:44.06+03",240,"90511220_V6_d10_m1","90511220","V6","90511220-V6","1",8346,7459,89.4,9.33,8.33,17.3,0.791
"2020-12-17 14:57:27.589+03",46,"186131220_V3tu_d2_m1","186131220","V3tu","186131220-V3tu","1",3384,3223,95.2,1.89,1.8,15.8,0.678
"2020-12-17 08:39:45.867+03",11,"325010121R_V4_d0_e2","325010121R","V4","325010121R-V4","2",3713,3581,96.4,2.07,2,17.7,0.736
"2020-12-17 08:36:04.618+03",11,"325010121R_V4_d0_e1","325010121R","V4","325010121R-V4","1",843,823,97.6,0.471,0.46,17.5,0.794
"2020-12-17 04:39:07.514+03",227,"90511220_V8_d9_e1","90511220","V8","90511220-V8","1",9266,8585,92.7,10.4,9.59,17.5,0.813
"2020-12-17 04:24:27.912+03",35,"186131220_V3tu_d1_e1","186131220","V3tu","186131220-V3tu","1",2555,2448,95.8,1.43,1.37,16,0.679
"2020-12-17 03:50:45.629+03",227,"90511220_V7_d9_e1","90511220","V7","90511220-V7","1",7943,7324,92.2,8.88,8.18,17.6,0.802
"2020-12-17 02:57:54.308+03",227,"90511220_V6_d9_e2","90511220","V6","90511220-V6","2",3505,3100,88.4,9.79,8.66,16.5,0.825
"2020-12-17 02:54:08.951+03",227,"90511220_V6_d9_e1","90511220","V6","90511220-V6","1",8166,7492,91.7,9.12,8.37,17.8,0.755
"2020-12-16 22:36:57.451+03",47,"90020121_f125tu_d2_1","90020121","f125tu","90020121-f125tu","1",2584,2459,95.2,1.44,1.37,17.5,0.751
"2020-12-16 20:54:40.211+03",0,"325010121R_V4_d0_m1","325010121R","V4","325010121R-V4","1",691,667,96.5,0.386,0.373,16.9,0.748
"2020-12-16 20:14:36.963+03",69,"325010121R_V1_d3_m1","325010121R","V1","325010121R-V1","1",6047,5892,97.4,3.38,3.29,17.5,0.772
"2020-12-16 17:06:01.109+03",216,"90511220_V8_d9_m2","90511220","V8","90511220-V8","2",3103,2831,91.2,8.67,7.91,18.1,0.777
"2020-12-16 16:56:13.698+03",216,"90511220_V8_d9_m1","90511220","V8","90511220-V8","1",8836,8265,93.5,9.87,9.24,17.9,0.759
"2020-12-16 16:40:45.26+03",216,"90511220_V7_d9_m1","90511220","V7","90511220-V7","1",8194,7603,92.8,9.16,8.5,18,0.767
"2020-12-16 16:16:25.34+03",23,"186131220_V3tu_d1_m1","186131220","V3tu","186131220-V3tu","1",1763,1686,95.6,0.985,0.942,16.1,0.689
"2020-12-16 15:40:15.258+03",216,"90511220_V6_d9_m1","90511220","V6","90511220-V6","1",8924,8366,93.7,9.97,9.35,18.2,0.74
"2020-12-16 10:34:59.679+03",60,"325010121R_V1_d2_e1","325010121R","V1","325010121R-V1","1",5218,5112,98,2.92,2.86,18,0.751
"2020-12-16 05:04:38.771+03",204,"90511220_V8_d8_e1","90511220","V8","90511220-V8","1",3667,3421,93.3,10.2,9.56,18.2,0.764
"2020-12-16 04:59:06.029+03",204,"90511220_V7_d8_e1","90511220","V7","90511220-V7","1",3512,3264,92.9,9.81,9.12,18,0.775
"2020-12-16 04:39:17.3+03",205,"90511220_V6_d8_e1","90511220","V6","90511220-V6","1",8557,8146,95.2,9.56,9.1,18.6,0.733
"2020-12-16 04:09:22.652+03",11,"186131220_V3tu_d0_e1","186131220","V3tu","186131220-V3tu","1",1223,1178,96.3,0.683,0.658,16,0.699
"2020-12-16 02:17:41.297+03",215,"207071220_V5_d11_e1","207071220","V5","207071220-V5","1",3608,3412,94.6,20.2,19.1,18.2,0.79
"2020-12-15 22:44:36.202+03",23,"90020121_f125tu_d1_1","90020121","f125tu","90020121-f125tu","1",1321,1231,93.2,0.738,0.688,17.5,0.794
"2020-12-15 22:13:22.21+03",47,"325010121R_V1_d2_m1","325010121R","V1","325010121R-V1","1",3546,3489,98.4,1.98,1.95,18.6,0.718
"2020-12-15 16:50:00.06+03",0,"186131220_V3tu_d0_m1","186131220","V3tu","186131220-V3tu","1",976,941,96.4,0.545,0.526,15.8,0.707
"2020-12-15 16:03:10.342+03",191,"90511220_V8_d8_m1","90511220","V8","90511220-V8","1",3615,3416,94.5,10.1,9.54,18.7,0.707
"2020-12-15 15:53:58.009+03",191,"90511220_V7_d8_m2","90511220","V7","90511220-V7","2",3690,3451,93.5,10.3,9.64,17.7,0.785
"2020-12-15 15:49:44.057+03",191,"90511220_V7_d8_m1","90511220","V7","90511220-V7","1",3299,3066,92.9,1.84,1.71,18.5,0.736
"2020-12-15 15:34:29.933+03",192,"90511220_V6_d8_m1","90511220","V6","90511220-V6","1",3544,3341,94.3,9.9,9.33,18.6,0.705
"2020-12-15 14:04:51.297+03",203,"207071220_V5_d11_m1","207071220","V5","207071220-V5","1",3689,3506,95,20.6,19.6,17.9,0.801
"2020-12-15 11:23:04.159+03",13,"325010121R_v1_d1_e1","325010121R","v1","325010121R-v1","1",2247,2198,97.8,1.26,1.23,18.5,0.724
"2020-12-15 08:51:38.894+03",0,"186131220_V3_d1_m2","186131220","V3","186131220-V3","2",1364,1298,95.2,0.762,0.725,16,0.705
"2020-12-15 04:25:45.902+03",179,"90511220_V8_d7_e1","90511220","V8","90511220-V8","1",3606,3402,94.3,10.1,9.5,18.7,0.714
"2020-12-15 03:46:28.536+03",179,"90511220_V7_d7_e2","90511220","V7","90511220-V7","2",7694,7336,95.3,8.6,8.2,18.5,0.752
"2020-12-15 03:41:57.53+03",179,"90511220_V7_d7_e1","90511220","V7","90511220-V7","1",3327,3123,93.9,9.29,8.72,18.6,0.721
"2020-12-15 03:31:58.978+03",180,"90511220_V6_d7_e3","90511220","V6","90511220-V6","3",3866,3656,94.6,10.8,10.2,18.8,0.716
"2020-12-15 03:27:37.013+03",180,"90511220_V6_d7_e2","90511220","V6","90511220-V6","2",3200,3055,95.5,1.79,1.71,18.8,0.716
"2020-12-15 03:21:28.917+03",180,"90511220_V6_d7_e1","90511220","V6","90511220-V6","1",3707,3496,94.3,10.4,9.77,18.6,0.697
"2020-12-15 02:41:08.789+03",23,"186131220_v3_d1_m1","186131220","v3","186131220-v3","1",1145,1085,94.8,0.64,0.606,16,0.698
"2020-12-15 01:47:01.399+03",191,"207071220_V5_d10_e1","207071220","V5","207071220-V5","1",3643,3481,95.6,20.4,19.4,17.7,0.801
"2020-12-14 22:46:18.408+03",0,"90020121_f125tu_d0_1","90020121","f125tu","90020121-f125tu","1",803,731,91,0.449,0.408,16.8,0.787
"2020-12-14 22:09:10.904+03",0,"325010121R_v1_d1_m1","325010121R","v1","325010121R-v1","1",1418,1389,98,0.792,0.776,18.6,0.71
"2020-12-14 21:36:58.907+03",12,"90020121_f125_d1_1","90020121","f125","90020121-f125","1",1510,1370,90.7,0.844,0.765,16.7,0.798
"2020-12-14 15:34:11.683+03",166,"90511220_V8_d7_m1","90511220","V8","90511220-V8","1",4013,3832,95.5,11.2,10.7,18.1,0.718
"2020-12-14 15:04:18.297+03",167,"90511220_V7_d7_m1","90511220","V7","90511220-V7","1",3791,3599,94.9,10.6,10.1,17.9,0.751
"2020-12-14 14:37:17.14+03",11,"186131220_v3_d0_e1","186131220","v3","186131220-v3","1",898,858,95.5,0.502,0.479,16,0.713
"2020-12-14 13:37:02.109+03",166,"90511220_V6_d7_m2","90511220","V6","90511220-V6","2",4020,3862,96.1,11.2,10.8,17.9,0.745
"2020-12-14 13:11:43.817+03",178,"207071220_V5_d10_m1","207071220","V5","207071220-V5","1",4417,4272,96.7,24.7,23.9,17.3,0.804
"2020-12-14 11:06:10.786+03",12,"325010121R_V1_d0_e1","325010121R","V1","325010121R-V1","1",836,824,98.6,0.467,0.46,18.4,0.724
"2020-12-14 08:44:05.384+03",0,"90020121_f125_d0_1","90020121","f125","90020121-f125","1",1291,1228,95.1,0.721,0.686,16,0.808
"2020-12-14 04:17:13.118+03",155,"90511220_V8_d6_e1","90511220","V8","90511220-V8","1",3853,3653,94.8,10.8,10.2,18.1,0.731
"2020-12-14 03:59:52.556+03",156,"90511220_V7_d6_e1","90511220","V7","90511220-V7","1",8906,8554,96,9.95,9.56,18,0.748
"2020-12-14 03:50:11.257+03",156,"90511220_V6_d6_e1","90511220","V6","90511220-V6","1",3650,3504,96,10.2,9.79,17.9,0.749
"2020-12-14 03:42:11.645+03",169,"207071220_V5_d9_e2","207071220","V5","207071220-V5","2",3609,3469,96.1,20.2,19.4,16.6,0.807
"2020-12-14 03:36:11.868+03",169,"207071220_V5_d9_e1","207071220","V5","207071220-V5","1",4166,4033,96.8,23.3,22.5,16.8,0.819
"2020-12-14 02:58:34.958+03",0,"186131220_v3_d0_m2","186131220","v3","186131220-v3","2",720,687,95.4,0.402,0.384,15.6,0.703
"2020-12-14 02:54:58.626+03",0,"186131220_v3_d0_m1","186131220","v3","186131220-v3","1",654,615,94,0.365,0.344,15.4,0.715
"2020-12-14 01:47:04.06+03",111,"186131220_v2_d3_m2","186131220","v2","186131220-v2","2",3507,3345,95.4,3.92,3.74,15.7,0.71
"2020-12-14 01:43:26.046+03",111,"186131220_v2_d3_m1","186131220","v2","186131220-v2","1",3519,3400,96.6,3.93,3.8,15.7,0.713
"2020-12-14 01:21:50.421+03",111,"186131220_v2_d2_e4","186131220","v2","186131220-v2","4",3709,3568,96.2,4.14,3.99,15.8,0.713
"2020-12-14 00:21:29.887+03",110,"186131220_v2_d2_e3","186131220","v2","186131220-v2","3",3466,3313,95.6,3.87,3.7,15.7,0.717
"2020-12-13 22:28:13+03",0,"325010121R_V1_d0_m1","325010121R","V1","325010121R-V1","1",658,637,96.8,0.368,0.356,16.4,0.731
"2020-12-13 21:42:25.404+03",0,"186131220_v2tu_d2_e2","186131220","v2tu","186131220-v2tu","2",3332,3193,95.8,3.72,3.57,15.7,0.712
"2020-12-13 21:36:29.464+03",0,"325010112R_f2000_d3_1","325010112R","f2000","325010112R-f2000","1",3823,3768,98.6,4.27,4.21,17.7,0.748
"2020-12-13 18:52:56.861+03",59,"186131220_v2tu1_d2_e1","186131220","v2tu1","186131220-v2tu1","1",6261,6056,96.7,3.5,3.38,16.1,0.676
"2020-12-13 18:42:04.255+03",56,"325010121R_f2000_d2_2","325010121R","f2000","325010121R-f2000","2",6211,6139,98.8,3.47,3.43,17.9,0.731
"2020-12-13 16:39:42.882+03",143,"90511220_V8_d6_m1","90511220","V8","90511220-V8","1",8399,8162,97.2,9.38,9.12,18.5,0.703
"2020-12-13 15:20:18.043+03",143,"90511220_V7_d6_m1","90511220","V7","90511220-V7","1",7801,7475,95.8,8.72,8.35,18.1,0.732
"2020-12-13 14:58:20.854+03",143,"90511220_V6_d6_m1","90511220","V6","90511220-V6","1",8371,8051,96.2,9.35,9,18.2,0.723
"2020-12-13 13:53:35.646+03",155,"207071220_V5_d9_m1","207071220","V5","207071220-V5","1",4314,4217,97.8,24.1,23.6,16.6,0.805
"2020-12-13 09:57:39.614+03",47,"325010121R_f2000_d2_1","325010121R","f2000","325010121R-f2000","1",4368,4314,98.8,2.44,2.41,18.4,0.712
"2020-12-13 06:41:58.905+03",47,"186131220_v2tu1_d2_m1","186131220","v2tu1","186131220-v2tu1","1",4459,4299,96.4,2.49,2.4,16.1,0.687
"2020-12-13 04:23:45.744+03",131,"90511220_V8_d5_e1","90511220","V8","90511220-V8","1",7722,7450,96.5,8.63,8.32,18.2,0.709
"2020-12-13 04:08:46.087+03",132,"90511220_V7_d5_e1","90511220","V7","90511220-V7","1",7471,7155,95.8,8.35,7.99,18.2,0.706
"2020-12-13 02:49:59.126+03",131,"90511220_V6_d5_e1","90511220","V6","90511220-V6","1",7133,6845,96,7.97,7.65,18.1,0.715
"2020-12-13 02:02:44.266+03",143,"207071220_V5_d8_e1","207071220","V5","207071220-V5","1",4052,3938,97.2,22.6,22,17,0.779
"2020-12-12 19:01:52.002+03",36,"186131220_v2tu1_d1_e1","186131220","v2tu1","186131220-v2tu1","1",3262,3147,96.5,1.82,1.76,16.2,0.667
"2020-12-12 16:03:05.836+03",119,"90511220_V8_d5_m1","90511220","V8","90511220-V8","1",7165,6939,96.8,8.01,7.75,18,0.721
"2020-12-12 15:34:58.94+03",119,"90511220_V7_d5_m4","90511220","V7","90511220-V7","4",6747,6449,95.6,7.54,7.21,17.9,0.715
"2020-12-12 15:26:00.679+03",119,"90511220_V7_d5_m3","90511220","V7","90511220-V7","3",4864,4295,88.3,13.6,12,17.9,0.682
"2020-12-12 15:22:23.257+03",119,"90511220_V7_d5_m2","90511220","V7","90511220-V7","2",11397,10285,90.2,12.7,11.5,18.1,0.664
"2020-12-12 15:16:18.261+03",119,"90511220_V7_d5_m1","90511220","V7","90511220-V7","1",11002,9980,90.7,12.3,11.2,18.1,0.662
