"file_time","timediff","sample_id","series","vessel","seriavessel","numbers","total_cells","viable_cells","viability","total_cells_per_ml","viable_cells_per_ml","average_diameter","average_circularity"
"2021-01-13 00:01:33.61+03",24,"144010221_f125_d1_2","144010221","f125","144010221-f125","2",1135,1027,90.5,0.634,0.574,14.7,0.811
"2021-01-12 22:21:41.669+03",11,"137010221_V3tu_d0_e1","137010221","V3tu","137010221-V3tu","1",2606,2564,98.4,1.46,1.43,15.9,0.646
"2021-01-12 21:37:47.909+03",22,"144010221_f125_d1_1","144010221","f125","144010221-f125","1",1095,963,87.9,0.612,0.538,14.8,0.802
"2021-01-12 19:39:09.107+03",23,"325020221R_f2000_d1_1","325020221R","f2000","325020221R-f2000","1",1598,1567,98.1,0.893,0.875,18.9,0.714
"2021-01-12 17:53:13.023+03",180,"207040121_V5_d9_e2","207040121","V5","207040121-V5","2",3240,3152,97.3,18.1,17.6,17.2,0.822
"2021-01-12 17:47:55.09+03",179,"207040121_V5_d9_e1","207040121","V5","207040121-V5","1",3473,3339,96.1,19.4,18.7,17.1,0.809
"2021-01-12 12:17:40.934+03",0,"207070221_V2_d0_e1","207070221","V2","207070221-V2","1",918,910,99.1,0.513,0.508,16.1,0.722
"2021-01-12 10:38:29.105+03",0,"137010221_V3tu_d0_m1","137010221","V3tu","137010221-V3tu","1",1530,1499,98,0.855,0.837,15.7,0.649
"2021-01-12 05:22:56.893+03",215,"207040121_v5_d9_m1","207040121","v5","207040121-v5","1",4447,4317,97.1,24.8,24.1,16.7,0.813
"2021-01-12 04:21:00.529+03",37,"137010221_V3_d1_e2","137010221","V3","137010221-V3","2",2258,2216,98.1,1.26,1.24,15.8,0.655
"2021-01-12 02:30:25.149+03",35,"137010221_V3_d1_e1","137010221","V3","137010221-V3","1",2052,2021,98.5,1.15,1.13,15.8,0.65
"2021-01-12 00:33:32.329+03",0,"207070221_v2_d0_m1","207070221","v2","207070221-v2","1",610,603,98.9,0.341,0.337,15.3,0.747
"2021-01-11 23:23:40.692+03",54,"207070221_f2000_d3_1","207070221","f2000","207070221-f2000","1",4798,4759,99.2,2.68,2.66,16.1,0.69
"2021-01-11 23:12:09.171+03",0,"144010221_f125_d0_1","144010221","f125","144010221-f125","1",826,811,98.2,0.461,0.453,15.2,0.746
"2021-01-11 19:55:04.7+03",0,"325020221R_f2000_d0_1","325020221R","f2000","325020221R-f2000","1",731,710,97.1,0.408,0.397,16.8,0.725
"2021-01-11 18:42:01.734+03",204,"207040121_v5_d8_e1","207040121","v5","207040121-v5","1",4184,4094,97.8,23.4,22.9,17.3,0.771
"2021-01-11 17:14:31.122+03",75,"325020221R_f500_d4_1","325020221R","f500","325020221R-f500","1",4166,4075,97.8,4.65,4.55,17.2,0.777
"2021-01-11 16:35:48.43+03",47,"207070221_f2000_d2_1","207070221","f2000","207070221-f2000","1",3616,3580,99,2.02,2,16.3,0.67
"2021-01-11 14:53:28.191+03",24,"137010221_V3_d1_m1","137010221","V3","137010221-V3","1",1268,1245,98.2,0.708,0.696,15.7,0.669
"2021-01-11 13:32:33.216+03",71,"325020221R_f500_d3_1","325020221R","f500","325020221R-f500","1",4278,4177,97.6,4.78,4.67,17.4,0.77
"2021-01-11 13:01:28.273+03",190,"325020221R_f125tu_d8_1","325020221R","f125tu","325020221R-f125tu","1",8850,7672,86.7,4.94,4.29,16.4,0.826
"2021-01-11 06:00:23.466+03",144,"207040121_V5_d8_m1","207040121","V5","207040121-V5","1",7073,6965,98.5,19.8,19.5,17.6,0.736
"2021-01-11 03:42:18.403+03",75,"90020121_V6_d11_e1","90020121","V6","90020121-V6","1",8981,5971,66.5,10,6.67,16.2,0.816
"2021-01-11 03:23:36.774+03",75,"90020121_V6_d11_m2","90020121","V6","90020121-V6","2",8649,5773,66.7,9.66,6.45,16.1,0.816
"2021-01-11 02:30:25.292+03",11,"137010221_V3_d0_e1","137010221","V3","137010221-V3","1",829,810,97.7,0.463,0.453,15.8,0.67
"2021-01-11 02:18:17.304+03",74,"90020121_V6_d10_e8","90020121","V6","90020121-V6","8",9076,6068,66.9,10.1,6.78,16.2,0.814
"2021-01-11 00:11:12.676+03",72,"90020121_V6_d10_e7","90020121","V6","90020121-V6","7",8769,6156,70.2,9.8,6.88,16.3,0.82
"2021-01-11 00:07:19.653+03",72,"90020121_V6_d11_m1","90020121","V6","90020121-V6","1",9021,6405,71,10.1,7.16,16.3,0.823
"2021-01-10 20:38:41.724+03",68,"90020121_V6_d10_e5","90020121","V6","90020121-V6","5",8810,6243,70.9,9.84,6.98,16.3,0.815
"2021-01-10 18:55:13.737+03",66,"90020121_V6_d10_e4","90020121","V6","90020121-V6","4",3414,2485,72.8,9.54,6.94,16.4,0.809
"2021-01-10 17:50:11.489+03",131,"207040121_V5_d7_e1","207040121","V5","207040121-V5","1",7280,7183,98.7,20.3,20.1,17.5,0.738
"2021-01-10 16:26:40.24+03",23,"207070221_f2000_d1_1","207070221","f2000","207070221-f2000","1",1453,1433,98.6,0.812,0.801,16.3,0.702
"2021-01-10 15:29:48.958+03",63,"90020121_V6_d10_e3","90020121","V6","90020121-V6","3",9023,6786,75.2,10.1,7.58,16.6,0.808
"2021-01-10 14:43:05.304+03",0,"137010221_V3_d0_m1","137010221","V3","137010221-V3","1",531,524,98.7,0.297,0.293,15.3,0.671
"2021-01-10 13:38:28.619+03",167,"325020221R_f125tu_d7_1","325020221R","f125tu","325020221R-f125tu","1",7569,6618,87.4,4.23,3.7,16.7,0.813
"2021-01-10 13:32:45.434+03",47,"325020221R_f500_d2_1","325020221R","f500","325020221R-f500","1",3931,3804,96.8,2.2,2.13,18.5,0.731
"2021-01-10 13:20:27.714+03",28,"137010221_V2tu_d1_e1","137010221","V2tu","137010221-V2tu","1",6233,6160,98.8,3.48,3.44,15.8,0.639
"2021-01-10 12:05:50.63+03",60,"90020121_V6_d10_e2","90020121","V6","90020121-V6","2",8864,6851,77.3,9.9,7.66,16.6,0.804
"2021-01-10 09:30:16.286+03",57,"90020121_V6_d10_e1","90020121","V6","90020121-V6","1",8695,6820,78.4,9.72,7.62,16.8,0.804
"2021-01-10 08:42:52.649+03",23,"137010221_V2tu_d1_m1","137010221","V2tu","137010221-V2tu","1",5004,4945,98.8,2.8,2.76,15.9,0.643
"2021-01-10 05:41:42.287+03",119,"207040121_V5_d7_m1","207040121","V5","207040121-V5","1",6831,6765,99,19.1,18.9,16.5,0.775
"2021-01-10 00:19:30.7+03",48,"90020121_V6_d10_m1","90020121","V6","90020121-V6","1",8284,6818,82.3,9.26,7.62,17,0.797
"2021-01-09 20:34:11.774+03",11,"137010221_V2tu_d0_e2","137010221","V2tu","137010221-V2tu","2",2686,2647,98.5,1.5,1.48,15.9,0.645
"2021-01-09 18:17:09.762+03",42,"90020121_V6_d9_e2","90020121","V6","90020121-V6","2",8779,7508,85.5,9.81,8.39,17.2,0.781
"2021-01-09 18:01:33.045+03",108,"207040121_V5_d6_e1","207040121","V5","207040121-V5","1",6381,6326,99.1,17.8,17.7,16.6,0.771
"2021-01-09 16:37:00.138+03",0,"207070221_f2000_d0_1","207070221","f2000","207070221-f2000","1",681,673,98.8,0.38,0.376,15.9,0.71
"2021-01-09 13:49:07.221+03",143,"325020221R_f125tu_d6_1","325020221R","f125tu","325020221R-f125tu","1",4552,3725,81.8,2.54,2.08,16.9,0.802
"2021-01-09 13:31:14.899+03",23,"325020221R_f500_d1_1","325020221R","f500","325020221R-f500","1",1448,1351,93.3,0.809,0.755,18.7,0.768
"2021-01-09 13:16:01.43+03",48,"207070221_f500_d2_1","207070221","f500","207070221-f500","1",3637,3603,99.1,2.03,2.01,16.4,0.684
"2021-01-09 12:08:30.619+03",36,"90020121_V6_d9_e1","90020121","V6","90020121-V6","1",8687,7638,87.9,9.71,8.53,17.5,0.774
"2021-01-09 08:52:14.188+03",0,"137010221_V2tu_d0_m1","137010221","V2tu","137010221-V2tu","1",1775,1753,98.8,0.992,0.979,16,0.654
"2021-01-09 06:52:13.145+03",24,"137010221_V2_d1_e1","137010221","V2","137010221-V2","1",3154,3093,98.1,1.76,1.73,16.1,0.644
"2021-01-09 06:06:12.556+03",96,"207040121_V5_d6_m1","207040121","V5","207040121-V5","1",5805,5757,99.2,16.2,16.1,16.9,0.736
"2021-01-09 00:15:38.179+03",24,"90020121_V6_d9_m2","90020121","V6","90020121-V6","2",8364,7532,90.1,9.35,8.42,17.8,0.736
"2021-01-09 00:10:57.936+03",24,"90020121_V6_d9_m1","90020121","V6","90020121-V6","1",3570,3160,88.5,9.97,8.83,17.6,0.759
"2021-01-08 18:34:20.214+03",12,"137010221_V2_d1_m1","137010221","V2","137010221-V2","1",1783,1750,98.1,0.996,0.978,16,0.669
"2021-01-08 18:02:07.086+03",84,"207040121_V5_d5_e1","207040121","V5","207040121-V5","1",5287,5235,99,14.8,14.6,16.9,0.704
"2021-01-08 13:49:53.102+03",0,"325020221R_f500_d0_1","325020221R","f500","325020221R-f500","1",881,801,90.9,0.492,0.448,17.2,0.758
"2021-01-08 13:24:48.402+03",24,"207070221_f500_d1_1","207070221","f500","207070221-f500","1",1562,1540,98.6,0.873,0.86,16.5,0.685
"2021-01-08 13:18:31.588+03",118,"325020221R_f125tu_d5_1","325020221R","f125tu","325020221R-f125tu","1",2632,1888,71.7,1.47,1.05,16.5,0.804
"2021-01-08 12:23:39.357+03",12,"90020121_V6_d8_e1","90020121","V6","90020121-V6","1",3991,3642,91.3,11.1,10.2,18,0.737
"2021-01-08 07:08:59.216+03",73,"207040121_V5_d5_m2","207040121","V5","207040121-V5","2",5123,5084,99.2,14.3,14.2,16.7,0.671
"2021-01-08 06:30:16.161+03",0,"137010221_V2_d0_e1","137010221","V2","137010221-V2","1",1069,1055,98.7,0.597,0.589,16,0.68
"2021-01-08 05:27:48.418+03",71,"207040121_V5_d4_e2","207040121","V5","207040121-V5","2",5442,5397,99.2,15.2,15.1,16.6,0.687
"2021-01-08 00:01:00.495+03",0,"90020121_V6_d8_m2","90020121","V6","90020121-V6","2",3406,3163,92.9,9.51,8.84,18.6,0.742
"2021-01-07 23:55:37.399+03",0,"90020121_V6_d8_m1","90020121","V6","90020121-V6","1",3597,3384,94.1,10,9.45,18.7,0.714
"2021-01-07 18:48:20.675+03",0,"137010221_v2_d0_m1","137010221","v2","137010221-v2","1",647,637,98.5,0.361,0.356,15.5,0.7
"2021-01-07 18:36:43.889+03",60,"207040121_V5_d5_m1","207040121","V5","207040121-V5","1",4758,4712,99,13.3,13.2,16.7,0.667
"2021-01-07 17:49:57.927+03",49,"137010221_f2000_d2_3","137010221","f2000","137010221-f2000","3",6124,6021,98.3,3.42,3.36,16.1,0.631
"2021-01-07 16:55:56.154+03",48,"137010221_f2000_d2_2","137010221","f2000","137010221-f2000","2",5836,5722,98,3.26,3.2,16.1,0.625
"2021-01-07 16:45:45.784+03",48,"137010221_f2000_d2_1","137010221","f2000","137010221-f2000","1",5860,5753,98.2,3.27,3.21,16.2,0.62
"2021-01-07 13:17:05.166+03",94,"325020221R_f125tu_d4_1","325020221R","f125tu","325020221R-f125tu","1",1680,1016,60.5,0.939,0.568,15.6,0.825
"2021-01-07 13:06:39.684+03",0,"207070221_f500_d0_1","207070221","f500","207070221-f500","1",707,694,98.2,0.395,0.388,16.2,0.686
"2021-01-07 12:20:27.125+03",180,"90020121_v6_d7_e1","90020121","v6","90020121-v6","1",3448,3226,93.6,9.63,9.01,18.5,0.719
"2021-01-07 12:02:27.288+03",69,"207070221_f125tu_d3_1","207070221","f125tu","207070221-f125tu","1",4319,4215,97.6,2.41,2.35,16.2,0.687
"2021-01-07 06:27:10.378+03",48,"207040121_V5_d4_m2","207040121","V5","207040121-V5","2",3599,3551,98.7,10.1,9.92,16.7,0.644
"2021-01-07 06:22:35.701+03",48,"207040121_V5_d4_m1","207040121","V5","207040121-V5","1",9251,9191,99.4,10.3,10.3,16.8,0.641
"2021-01-06 23:49:52.086+03",167,"90020121_v6_d7_m2","90020121","v6","90020121-v6","2",3618,3401,94,10.1,9.5,17.9,0.767
"2021-01-06 23:44:20.088+03",167,"90020121_v6_d7_m1","90020121","v6","90020121-v6","1",3875,3687,95.1,10.8,10.3,18,0.74
"2021-01-06 17:57:33.254+03",36,"207040121_V5_d3_e1","207040121","V5","207040121-V5","1",6418,6373,99.3,7.17,7.12,16.5,0.656
"2021-01-06 16:18:33.121+03",24,"137010221_f2000_d1_1","137010221","f2000","137010221-f2000","1",2174,2124,97.7,1.21,1.19,16.5,0.653
"2021-01-06 14:33:47.289+03",48,"207070221_f125tu_d2_1","207070221","f125tu","207070221-f125tu","1",2112,2007,95,1.18,1.12,16.3,0.69
"2021-01-06 14:30:12.258+03",72,"325020221R_f125tu_d3_1","325020221R","f125tu","325020221R-f125tu","1",1281,678,52.9,0.716,0.379,14.9,0.84
"2021-01-06 11:52:00.69+03",155,"90020121_v6_d6_e1","90020121","v6","90020121-v6","1",9259,8888,96,10.3,9.93,18.2,0.722
"2021-01-06 05:39:26.731+03",23,"207040121_V5_d3_m1","207040121","V5","207040121-V5","1",5348,5311,99.3,5.98,5.93,16.2,0.665
"2021-01-05 23:56:13.663+03",143,"90020121_v6_d6_m1","90020121","v6","90020121-v6","1",8189,7835,95.7,9.15,8.75,18.4,0.704
"2021-01-05 21:42:40.042+03",31,"207070221_f125tu_d1_1","207070221","f125tu","207070221-f125tu","1",1218,1117,91.7,0.68,0.624,15.9,0.745
"2021-01-05 17:53:46.971+03",12,"207040121_V5_d2_e1","207040121","V5","207040121-V5","1",3194,3154,98.7,3.57,3.52,16.3,0.677
"2021-01-05 16:13:49.945+03",0,"137010221_f2000_d0_1","137010221","f2000","137010221-f2000","1",854,834,97.7,0.477,0.466,16.1,0.661
"2021-01-05 14:10:48.113+03",0,"325020121R_f125tu_d2_1","325020121R","f125tu","325020121R-f125tu","1",1119,562,50.2,0.625,0.314,14.9,0.84
"2021-01-05 13:41:18.633+03",50,"137010221_f500_d2_1","137010221","f500","137010221-f500","1",5488,5386,98.1,3.07,3.01,16.4,0.63
"2021-01-05 12:16:47.679+03",131,"90020121_v6_d5_e3","90020121","v6","90020121-v6","3",3398,3229,95,9.49,9.02,18.5,0.694
"2021-01-05 12:13:12.631+03",131,"90020121_v6_d5_e2","90020121","v6","90020121-v6","2",8010,7721,96.4,8.95,8.63,18.8,0.665
"2021-01-05 12:07:15.426+03",131,"90020121_v6_d5_e1","90020121","v6","90020121-v6","1",7917,7636,96.5,8.85,8.53,18.7,0.675
"2021-01-05 05:51:23.497+03",0,"207040121_V5_d2_m1","207040121","V5","207040121-V5","1",3945,3914,99.2,2.2,2.19,16.3,0.678
"2021-01-04 23:55:11.699+03",119,"90020121_v6_d5_m1","90020121","v6","90020121-v6","1",7598,7306,96.2,8.49,8.16,18.6,0.673
"2021-01-04 18:02:28.804+03",35,"207040121_v5_d1_e1","207040121","v5","207040121-v5","1",2522,2494,98.9,1.41,1.39,16.2,0.692
"2021-01-04 14:13:38.463+03",0,"207070221_f125tu_d0_1","207070221","f125tu","207070221-f125tu","1",628,545,86.8,0.351,0.304,15.5,0.718
"2021-01-04 12:55:22.214+03",12,"207070221_f125_d1_1","207070221","f125","207070221-f125","1",1159,1020,88,0.648,0.57,15.4,0.755
"2021-01-04 11:53:50.501+03",107,"90020121_v6_d4_e1","90020121","v6","90020121-v6","1",6035,5832,96.6,6.74,6.52,18.2,0.695
"2021-01-04 10:40:29.171+03",23,"137010221_f500_d1_1","137010221","f500","137010221-f500","1",1805,1762,97.6,1.01,0.984,16.5,0.669
"2021-01-04 05:51:49.876+03",23,"207040121_v5_d1_m1","207040121","v5","207040121-v5","1",1628,1607,98.7,0.91,0.898,16.1,0.715
"2021-01-04 00:54:47.859+03",0,"207070221_f125_d0_1","207070221","f125","207070221-f125","1",779,759,97.4,0.435,0.424,15,0.786
"2021-01-04 00:26:31.428+03",96,"90020121_v6_d4_m1","90020121","v6","90020121-v6","1",5080,4935,97.1,5.68,5.51,18.2,0.678
"2021-01-03 17:56:08.665+03",11,"207040121_v5_d0_e1","207040121","v5","207040121-v5","1",1049,1041,99.2,0.586,0.582,16.2,0.687
"2021-01-03 14:35:24.82+03",0,"325020221R_f125tu_d0_2","325020221R","f125tu","325020221R-f125tu","2",821,508,61.9,0.459,0.284,15.1,0.798
"2021-01-03 14:20:42.805+03",0,"325020221R_f125tu_d0_1","325020221R","f125tu","325020221R-f125tu","1",811,519,64,0.453,0.29,15.1,0.798
"2021-01-03 12:33:49.396+03",11,"325020221R_f125_d1_1","325020221R","f125","325020221R-f125","1",1678,1086,64.7,0.937,0.607,15.6,0.794
"2021-01-03 12:08:43.07+03",83,"90020121_v6_d3_e1","90020121","v6","90020121-v6","1",3901,3835,98.3,4.36,4.29,18.3,0.673
"2021-01-03 10:52:47.987+03",0,"137010221_f500_d0_1","137010221","f500","137010221-f500","1",873,866,99.2,0.488,0.484,16.6,0.668
"2021-01-03 09:33:16.974+03",44,"137010221_f125tu_d2_1","137010221","f125tu","137010221-f125tu","1",4657,4590,98.6,2.6,2.56,16.6,0.65
"2021-01-03 06:07:28.131+03",0,"207040121_v5_d0_m1","207040121","v5","207040121-v5","1",732,729,99.6,0.409,0.407,15.7,0.707
"2021-01-03 05:08:26.529+03",59,"207040121_v4_d2_e1","207040121","v4","207040121-v4","1",5960,5918,99.3,3.33,3.31,16.2,0.672
"2021-01-03 00:48:02.079+03",0,"325020221R_f125_d0_1","325020221R","f125","325020221R-f125","1",1536,1229,80,0.858,0.687,16.2,0.743
"2021-01-02 23:33:35.453+03",71,"90020121_v6_d3_m1","90020121","v6","90020121-v6","1",5316,5231,98.4,2.97,2.92,17.5,0.724
"2021-01-02 17:27:35.791+03",47,"207040121_v4_d2_m1","207040121","v4","207040121-v4","1",3774,3741,99.1,2.11,2.09,16.3,0.672
"2021-01-02 14:09:47.377+03",25,"137010221_f125tu_d1_1","137010221","f125tu","137010221-f125tu","1",2133,2090,98,1.19,1.17,16.8,0.689
"2021-01-02 12:00:12.495+03",59,"90020121_v6_d2_e1","90020121","v6","90020121-v6","1",3781,3722,98.4,2.11,2.08,17.7,0.716
"2021-01-02 05:20:43.361+03",35,"207040121_v4_d1_e1","207040121","v4","207040121-v4","1",2335,2314,99.1,1.3,1.29,16.3,0.693
"2021-01-02 00:25:05.817+03",48,"90020121_v6_d2_m1","90020121","v6","90020121-v6","1",2581,2543,98.5,1.44,1.42,17.6,0.726
"2021-01-01 17:08:59.106+03",23,"207040121_v4_d1_m1","207040121","v4","207040121-v4","1",1456,1445,99.2,0.813,0.807,16.2,0.71
"2021-01-01 13:09:09.737+03",0,"137010221_f125tu_d0_1","137010221","f125tu","137010221-f125tu","1",889,875,98.4,0.497,0.489,17,0.639
"2021-01-01 12:07:05.006+03",35,"90020121_v6_d1_e1","90020121","v6","90020121-v6","1",1662,1635,98.4,0.929,0.913,17.6,0.741
"2021-01-01 11:49:30.462+03",22,"137010221_f125_d1_1","137010221","f125","137010221-f125","1",1728,1690,97.8,0.965,0.944,16.6,0.684
"2021-01-01 05:04:32.663+03",11,"207040121_v4_d0_e1","207040121","v4","207040121-v4","1",877,868,99,0.49,0.485,16.2,0.711
"2021-01-01 01:28:23.229+03",25,"90020121_v6_d1_m1","90020121","v6","90020121-v6","1",1171,1142,97.5,0.654,0.638,17.6,0.725
"2020-12-31 17:30:39.555+03",0,"207040121_v4_d0_m1","207040121","v4","207040121-v4","1",597,595,99.7,0.334,0.332,15.7,0.726
"2020-12-31 16:30:09.939+03",31,"207040121_v2_d3_m3","207040121","v2","207040121-v2","3",3375,3358,99.5,3.77,3.75,16.2,0.699
"2020-12-31 14:13:26.315+03",29,"207040121_v2_d3_m2","207040121","v2","207040121-v2","2",3216,3193,99.3,3.59,3.57,16.3,0.691
"2020-12-31 14:09:43.417+03",29,"207040121_v2_d3_m1","207040121","v2","207040121-v2","1",3221,3200,99.3,1.8,1.79,16.2,0.703
"2020-12-31 13:46:36.955+03",0,"137010221_f125_d0_2","137010221","f125","137010221-f125","2",955,946,99.1,0.534,0.529,15.2,0.708
"2020-12-31 12:58:53.258+03",12,"90020121_v6_d0_e1","90020121","v6","90020121-v6","1",833,813,97.6,0.465,0.454,17.6,0.725
"2020-12-31 11:23:58.896+03",26,"207040121_v2_d2_e3","207040121","v2","207040121-v2","3",6152,6115,99.4,3.44,3.42,16.4,0.666
"2020-12-31 11:20:16.916+03",26,"207040121_v2_d2_e2","207040121","v2","207040121-v2","2",2967,2940,99.1,3.32,3.29,16.1,0.718
"2020-12-31 08:27:37.403+03",23,"207040121_v2_d2_e1","207040121","v2","207040121-v2","1",5079,5047,99.4,2.84,2.82,16.2,0.691
"2020-12-31 00:19:39.306+03",0,"90020121_v6_d0_m1","90020121","v6","90020121-v6","1",576,560,97.2,0.322,0.313,15.9,0.791
"2020-12-30 23:12:34.174+03",101,"90020121_v3_d3_e1","90020121","v3","90020121-v3","1",4644,4548,97.9,5.19,5.08,16,0.809
"2020-12-30 20:33:10.7+03",47,"207040121_V2_d2_m1","207040121","V2","207040121-V2","1",3291,3273,99.5,1.84,1.83,16.4,0.691
"2020-12-30 19:03:50.861+03",97,"90020121_v3_d3_m1","90020121","v3","90020121-v3","1",3748,3670,97.9,4.19,4.1,15.9,0.814
"2020-12-30 09:06:15.714+03",0,"207040121_v2_d1_e2","207040121","v2","207040121-v2","2",2122,2106,99.2,1.19,1.18,16.3,0.694
"2020-12-30 08:57:24.774+03",0,"207040121_v2_d1_e1","207040121","v2","207040121-v2","1",1125,1023,90.9,1.26,1.14,16.5,0.724
"2020-12-30 06:57:23.69+03",85,"90020121_v3_d2_e1","90020121","v3","90020121-v3","1",5005,4889,97.7,2.8,2.73,17,0.756
"2020-12-29 20:45:27.691+03",24,"207040121_V2_d1_m1","207040121","V2","207040121-V2","1",1270,1261,99.3,0.71,0.705,16.2,0.73
"2020-12-29 20:29:41.404+03",235,"325010121R_v5_d10_m2","325010121R","v5","325010121R-v5","2",6147,4580,74.5,6.87,5.12,18.6,0.833
"2020-12-29 19:36:52.945+03",48,"90020121_v3tu_d2_m1","90020121","v3tu","90020121-v3tu","1",3434,3346,97.4,1.92,1.87,16.9,0.771
"2020-12-29 13:12:45.251+03",228,"325010121R_v5_d10_m1","325010121R","v5","325010121R-v5","1",5788,4446,76.8,6.47,4.97,18.7,0.843
"2020-12-29 09:10:47.496+03",237,"186131220_v6_d10_m3","186131220","v6","186131220-v6","3",5878,4592,78.1,6.57,5.13,18.6,0.843
"2020-12-29 08:06:41.542+03",11,"207040121_V2_d0_e1","207040121","V2","207040121-V2","1",835,826,98.9,0.467,0.461,16.3,0.707
"2020-12-29 07:08:41.321+03",35,"90020121_v3tu_d1_e2","90020121","v3tu","90020121-v3tu","2",2125,2067,97.3,1.19,1.15,16.8,0.789
"2020-12-29 00:54:59.769+03",216,"325010121R_v5_d9_e1","325010121R","v5","325010121R-v5","1",6240,5060,81.1,6.97,5.65,18.6,0.854
"2020-12-28 23:46:38.815+03",228,"186131220_v6_d10_m2","186131220","v6","186131220-v6","2",4704,1945,41.3,13.1,5.43,13.2,0.761
"2020-12-28 23:21:01.659+03",227,"186131220_v6_d10_m1","186131220","v6","186131220-v6","1",4696,1881,40.1,13.1,5.25,13.1,0.763
"2020-12-28 20:34:07.528+03",0,"207040121_V2_d0_m1","207040121","V2","207040121-V2","1",551,545,98.9,0.308,0.304,15.5,0.741
"2020-12-28 19:41:27.833+03",56,"207040121_f2000_d2_3","207040121","f2000","207040121-f2000","3",5079,5055,99.5,2.84,2.82,16.3,0.668
"2020-12-28 19:16:23.488+03",24,"90020121_v3tu_d1_m1","90020121","v3tu","90020121-v3tu","1",1485,1438,96.8,0.83,0.803,17.4,0.745
"2020-12-28 19:08:25.727+03",23,"90020121_v3tu_d1_e1","90020121","v3tu","90020121-v3tu","1",1445,1412,97.7,0.807,0.789,17,0.783
"2020-12-28 17:23:04.465+03",222,"186131220_v6_d9_e3","186131220","v6","186131220-v6","3",4920,2250,45.7,13.7,6.29,13.4,0.756
"2020-12-28 16:19:27.518+03",52,"207040121_f2000_d2_2","207040121","f2000","207040121-f2000","2",4559,4524,99.2,2.55,2.53,16.4,0.663
"2020-12-28 14:56:24.754+03",219,"186131220_v6_d9_e2","186131220","v6","186131220-v6","2",4986,2297,46.1,13.9,6.42,13.5,0.752
"2020-12-28 12:15:31.83+03",203,"325010121R_v5_d8_e2","325010121R","v5","325010121R-v5","2",6396,5276,82.5,7.15,5.9,18.7,0.851
"2020-12-28 11:51:05.444+03",48,"207040121_f2000_d2_1","207040121","f2000","207040121-f2000","1",3955,3925,99.2,2.21,2.19,16.2,0.674
"2020-12-28 11:25:23.403+03",216,"186131220_v6_d9_e1","186131220","v6","186131220-v6","1",4815,2290,47.6,13.5,6.4,13.5,0.759
"2020-12-28 05:58:35.53+03",10,"90020121_v3tu_d0_e1","90020121","v3tu","90020121-v3tu","1",1003,970,96.7,0.56,0.542,16.7,0.806
"2020-12-28 04:48:01.441+03",209,"186131220_v6_d9_m2","186131220","v6","186131220-v6","2",5236,2805,53.6,14.6,7.84,13.8,0.751
"2020-12-28 00:44:19.943+03",191,"325010121R_v5_d8_e1","325010121R","v5","325010121R-v5","1",6220,5313,85.4,6.95,5.94,18.8,0.851
"2020-12-27 23:25:35.984+03",204,"186131220_v6_d9_m1","186131220","v6","186131220-v6","1",5323,3143,59,14.9,8.78,14.1,0.738
"2020-12-27 19:12:01.662+03",0,"90020121_v3tu_d0_m1","90020121","v3tu","90020121-v3tu","1",816,794,97.3,0.456,0.444,16.7,0.79
"2020-12-27 11:26:36.935+03",192,"186131220_v6_d8_e1","186131220","v6","186131220-v6","1",5280,3672,69.5,14.7,10.3,14.8,0.706
"2020-12-27 11:14:10.189+03",23,"207040121_f2000_d1_1","207040121","f2000","207040121-f2000","1",1550,1521,98.1,0.866,0.85,16.5,0.681
"2020-12-27 05:44:44.484+03",12,"90020121_v3_d1_m1","90020121","v3","90020121-v3","1",1111,1086,97.7,0.621,0.607,17.1,0.777
"2020-12-27 01:10:04.389+03",168,"325010121R_v5_d7_e1","325010121R","v5","325010121R-v5","1",6719,5950,88.6,7.51,6.65,18.5,0.834
"2020-12-26 23:31:38.021+03",180,"186131220_v6_d8_m1","186131220","v6","186131220-v6","1",5277,4225,80.1,14.7,11.8,15.4,0.678
"2020-12-26 17:38:17.727+03",0,"90020121_v3_d0_e1","90020121","v3","90020121-v3","1",825,798,96.7,0.461,0.446,16.6,0.778
"2020-12-26 14:08:12.455+03",157,"325010121R_v5_d7_m1","325010121R","v5","325010121R-v5","1",6986,6405,91.7,7.81,7.16,18.7,0.833
"2020-12-26 12:40:27.942+03",155,"325010121R_v5_d6_e2","325010121R","v5","325010121R-v5","2",7568,6903,91.2,8.46,7.71,18.4,0.837
"2020-12-26 11:40:20.113+03",168,"186131220_v6_d7_e1","186131220","v6","186131220-v6","1",5716,5126,89.7,16,14.3,16.2,0.647
"2020-12-26 11:24:45.091+03",0,"207040121_f2000_d0_1","207040121","f2000","207040121-f2000","1",635,629,99.1,0.355,0.351,16,0.695
"2020-12-26 09:28:50.549+03",53,"207040121_f500_d3_1","207040121","f500","207040121-f500","1",4114,4068,98.9,2.3,2.27,16.2,0.685
"2020-12-26 05:46:42.175+03",0,"90020121_V3_d0_m1","90020121","V3","90020121-V3","1",663,645,97.3,0.37,0.36,15.5,0.815
"2020-12-26 04:29:12.05+03",81,"90020121_V2tu_d3_e2","90020121","V2tu","90020121-V2tu","2",3580,3489,97.5,4,3.9,15.6,0.842
"2020-12-26 04:24:45.083+03",80,"90020121_V2tu_d3_e1","90020121","V2tu","90020121-V2tu","1",4051,3957,97.7,4.53,4.42,15.6,0.842
